Number, Restaurent Name, Trip Advisor URL, Visited?, Rating
359,Cloverleaf Restaurant,http://tripadvisor.com/Restaurant_Review-g29556-d416921-Reviews-Cloverleaf_Restaurant-Ann_Arbor_Michigan.html,no,
360,Elevation Burger Ann Arbor - Liberty,http://tripadvisor.com/Restaurant_Review-g29556-d8091033-Reviews-Elevation_Burger_Ann_Arbor_Liberty-Ann_Arbor_Michigan.html,no,
361,Biwako Sushi,http://tripadvisor.com/Restaurant_Review-g29556-d2162111-Reviews-Biwako_Sushi-Ann_Arbor_Michigan.html,no,
362,Panda Express,http://tripadvisor.com/Restaurant_Review-g29556-d4312300-Reviews-Panda_Express-Ann_Arbor_Michigan.html,no,
363,Amer's Delicatessen - Church St.,http://tripadvisor.com/Restaurant_Review-g29556-d416878-Reviews-Amer_s_Delicatessen_Church_St-Ann_Arbor_Michigan.html,no,
364,San Fu Oriental Cuisine,http://tripadvisor.com/Restaurant_Review-g29556-d416923-Reviews-San_Fu_Oriental_Cuisine-Ann_Arbor_Michigan.html,no,
365,Country Pride,http://tripadvisor.com/Restaurant_Review-g29556-d3660675-Reviews-Country_Pride-Ann_Arbor_Michigan.html,no,
366,Rick's American Cafe,http://tripadvisor.com/Restaurant_Review-g29556-d4616778-Reviews-Rick_s_American_Cafe-Ann_Arbor_Michigan.html,no,
367,Old Carolina Barbeque Company,http://tripadvisor.com/Restaurant_Review-g29556-d6506790-Reviews-Old_Carolina_Barbeque_Company-Ann_Arbor_Michigan.html,no,
368,Asian Legend,http://tripadvisor.com/Restaurant_Review-g29556-d1006079-Reviews-Asian_Legend-Ann_Arbor_Michigan.html,no,
369,Village Kitchen,http://tripadvisor.com/Restaurant_Review-g29556-d416821-Reviews-Village_Kitchen-Ann_Arbor_Michigan.html,no,
370,KouZina,http://tripadvisor.com/Restaurant_Review-g29556-d10413864-Reviews-KouZina-Ann_Arbor_Michigan.html,no,
371,Subway,http://tripadvisor.com/Restaurant_Review-g29556-d9711331-Reviews-Subway-Ann_Arbor_Michigan.html,no,
372,327 Braun Court,http://tripadvisor.com/Restaurant_Review-g29556-d4998524-Reviews-327_Braun_Court-Ann_Arbor_Michigan.html,no,
373,Burger King,http://tripadvisor.com/Restaurant_Review-g29556-d10345173-Reviews-Burger_King-Ann_Arbor_Michigan.html,no,
374,Glass House Cafe,http://tripadvisor.com/Restaurant_Review-g29556-d5092471-Reviews-Glass_House_Cafe-Ann_Arbor_Michigan.html,no,
375,Subway,http://tripadvisor.com/Restaurant_Review-g29556-d5485277-Reviews-Subway-Ann_Arbor_Michigan.html,no,
376,Topper's Pizza,http://tripadvisor.com/Restaurant_Review-g29556-d5012488-Reviews-Topper_s_Pizza-Ann_Arbor_Michigan.html,no,
377,Cottage Inn Pizza,http://tripadvisor.com/Restaurant_Review-g29556-d3717091-Reviews-Cottage_Inn_Pizza-Ann_Arbor_Michigan.html,no,
378,Panda House,http://tripadvisor.com/Restaurant_Review-g29556-d5066606-Reviews-Panda_House-Ann_Arbor_Michigan.html,no,
379,Papa John's,http://tripadvisor.com/Restaurant_Review-g29556-d5083980-Reviews-Papa_John_s-Ann_Arbor_Michigan.html,no,
380,Mrs. Fields,http://tripadvisor.com/Restaurant_Review-g29556-d4593530-Reviews-Mrs_Fields-Ann_Arbor_Michigan.html,no,
381,8 Tortas,http://tripadvisor.com/Restaurant_Review-g29556-d7942331-Reviews-8_Tortas-Ann_Arbor_Michigan.html,no,
382,Heidelberg,http://tripadvisor.com/Restaurant_Review-g29556-d416871-Reviews-Heidelberg-Ann_Arbor_Michigan.html,no,
383,TGI Friday's,http://tripadvisor.com/Restaurant_Review-g29556-d416986-Reviews-TGI_Friday_s-Ann_Arbor_Michigan.html,no,
384,Ahmo's Gyro & Deli,http://tripadvisor.com/Restaurant_Review-g29556-d2162114-Reviews-Ahmo_s_Gyro_Deli-Ann_Arbor_Michigan.html,no,
385,Sabor Latino,http://tripadvisor.com/Restaurant_Review-g29556-d416777-Reviews-Sabor_Latino-Ann_Arbor_Michigan.html,no,
386,Bell's Pizza,http://tripadvisor.com/Restaurant_Review-g29556-d416903-Reviews-Bell_s_Pizza-Ann_Arbor_Michigan.html,no,
387,Rush Street,http://tripadvisor.com/Restaurant_Review-g29556-d1344165-Reviews-Rush_Street-Ann_Arbor_Michigan.html,no,
388,SIAM Cuisine Incorporated,http://tripadvisor.com/Restaurant_Review-g29556-d417027-Reviews-SIAM_Cuisine_Incorporated-Ann_Arbor_Michigan.html,no,
389,Bob Evans,http://tripadvisor.com/Restaurant_Review-g29556-d9858669-Reviews-Bob_Evans-Ann_Arbor_Michigan.html,no,
390,Cottage Inn Pizza,http://tripadvisor.com/Restaurant_Review-g29556-d3717262-Reviews-Cottage_Inn_Pizza-Ann_Arbor_Michigan.html,no,
391,Chuck E. Cheese's,http://tripadvisor.com/Restaurant_Review-g29556-d416973-Reviews-Chuck_E_Cheese_s-Ann_Arbor_Michigan.html,no,
392,Subway,http://tripadvisor.com/Restaurant_Review-g29556-d4641538-Reviews-Subway-Ann_Arbor_Michigan.html,no,
393,Lotus Thai,http://tripadvisor.com/Restaurant_Review-g29556-d2186691-Reviews-Lotus_Thai-Ann_Arbor_Michigan.html,no,
394,Lucky Kitchen Chinese,http://tripadvisor.com/Restaurant_Review-g29556-d416907-Reviews-Lucky_Kitchen_Chinese-Ann_Arbor_Michigan.html,no,
395,Cafe Rendez-Vous,http://tripadvisor.com/Restaurant_Review-g29556-d416908-Reviews-Cafe_Rendez_Vous-Ann_Arbor_Michigan.html,no,
396,Tianchu Restaurant,http://tripadvisor.com/Restaurant_Review-g29556-d2162109-Reviews-Tianchu_Restaurant-Ann_Arbor_Michigan.html,no,
397,McDonald's,http://tripadvisor.com/Restaurant_Review-g29556-d5059530-Reviews-McDonald_s-Ann_Arbor_Michigan.html,no,
398,Colonial Lanes,http://tripadvisor.com/Restaurant_Review-g29556-d4717596-Reviews-Colonial_Lanes-Ann_Arbor_Michigan.html,no,
399,Makkara,http://tripadvisor.com/Restaurant_Review-g29556-d3717605-Reviews-Makkara-Ann_Arbor_Michigan.html,no,
400,Qdoba Mexican Grill,http://tripadvisor.com/Restaurant_Review-g29556-d3571959-Reviews-Qdoba_Mexican_Grill-Ann_Arbor_Michigan.html,no,
401,Cc,http://tripadvisor.com/Restaurant_Review-g29556-d4332626-Reviews-Cc-Ann_Arbor_Michigan.html,no,
402,Wasabi Sushi Plus,http://tripadvisor.com/Restaurant_Review-g29556-d416780-Reviews-Wasabi_Sushi_Plus-Ann_Arbor_Michigan.html,no,
403,Burger King,http://tripadvisor.com/Restaurant_Review-g29556-d5094493-Reviews-Burger_King-Ann_Arbor_Michigan.html,no,
404,Uh Cafe,http://tripadvisor.com/Restaurant_Review-g29556-d5480814-Reviews-Uh_Cafe-Ann_Arbor_Michigan.html,no,
405,Big Ten Burrito,http://tripadvisor.com/Restaurant_Review-g29556-d5562197-Reviews-Big_Ten_Burrito-Ann_Arbor_Michigan.html,no,
406,La Pita Fresh,http://tripadvisor.com/Restaurant_Review-g29556-d3716731-Reviews-La_Pita_Fresh-Ann_Arbor_Michigan.html,no,
407,Subway,http://tripadvisor.com/Restaurant_Review-g29556-d4921610-Reviews-Subway-Ann_Arbor_Michigan.html,no,
408,Bash's Grill & Cafe',http://tripadvisor.com/Restaurant_Review-g29556-d5421520-Reviews-Bash_s_Grill_Cafe-Ann_Arbor_Michigan.html,no,
409,Subway,http://tripadvisor.com/Restaurant_Review-g29556-d4281647-Reviews-Subway-Ann_Arbor_Michigan.html,no,
410,Cottage Inn Pizza,http://tripadvisor.com/Restaurant_Review-g29556-d4281234-Reviews-Cottage_Inn_Pizza-Ann_Arbor_Michigan.html,no,
411,Selma Cafe,http://tripadvisor.com/Restaurant_Review-g29556-d3393292-Reviews-Selma_Cafe-Ann_Arbor_Michigan.html,no,
412,Surf City Squeeze,http://tripadvisor.com/Restaurant_Review-g29556-d4717118-Reviews-Surf_City_Squeeze-Ann_Arbor_Michigan.html,no,
413,Quiznos,http://tripadvisor.com/Restaurant_Review-g29556-d5593837-Reviews-Quiznos-Ann_Arbor_Michigan.html,no,
414,Mancino's Pizza and Grinders,http://tripadvisor.com/Restaurant_Review-g29556-d4889411-Reviews-Mancino_s_Pizza_and_Grinders-Ann_Arbor_Michigan.html,no,
415,Shawarmena,http://tripadvisor.com/Restaurant_Review-g29556-d10674292-Reviews-Shawarmena-Ann_Arbor_Michigan.html,no,
416,The Expresso Bar,http://tripadvisor.com/Restaurant_Review-g29556-d4597138-Reviews-The_Expresso_Bar-Ann_Arbor_Michigan.html,no,
417,German Park,http://tripadvisor.com/Restaurant_Review-g29556-d4811515-Reviews-German_Park-Ann_Arbor_Michigan.html,no,
418,Subway,http://tripadvisor.com/Restaurant_Review-g29556-d4938877-Reviews-Subway-Ann_Arbor_Michigan.html,no,
419,Katherine's Catering,http://tripadvisor.com/Restaurant_Review-g29556-d10358156-Reviews-Katherine_s_Catering-Ann_Arbor_Michigan.html,no,
420,The Beet Box,http://tripadvisor.com/Restaurant_Review-g29556-d5449863-Reviews-The_Beet_Box-Ann_Arbor_Michigan.html,no,
421,Wise Guys - Ann Arbor,http://tripadvisor.com/Restaurant_Review-g29556-d4569806-Reviews-Wise_Guys_Ann_Arbor-Ann_Arbor_Michigan.html,no,
422,Garrett's After Dark,http://tripadvisor.com/Restaurant_Review-g29556-d4836494-Reviews-Garrett_s_After_Dark-Ann_Arbor_Michigan.html,no,
423,Bert's Cafe,http://tripadvisor.com/Restaurant_Review-g29556-d4518209-Reviews-Bert_s_Cafe-Ann_Arbor_Michigan.html,no,
424,Quiznos,http://tripadvisor.com/Restaurant_Review-g29556-d5593396-Reviews-Quiznos-Ann_Arbor_Michigan.html,no,
425,20/20 Cafe,http://tripadvisor.com/Restaurant_Review-g29556-d5208514-Reviews-20_20_Cafe-Ann_Arbor_Michigan.html,no,
426,Why Not Pie,http://tripadvisor.com/Restaurant_Review-g29556-d5569430-Reviews-Why_Not_Pie-Ann_Arbor_Michigan.html,no,
427,Cheese Dream,http://tripadvisor.com/Restaurant_Review-g29556-d4823501-Reviews-Cheese_Dream-Ann_Arbor_Michigan.html,no,
428,Chicago Red's Windy City Hot Dogs,http://tripadvisor.com/Restaurant_Review-g29556-d4659483-Reviews-Chicago_Red_s_Windy_City_Hot_Dogs-Ann_Arbor_Michigan.html,no,
429,Wetzel's Pretzels,http://tripadvisor.com/Restaurant_Review-g29556-d4688474-Reviews-Wetzel_s_Pretzels-Ann_Arbor_Michigan.html,no,
430,Hommus Express,http://tripadvisor.com/Restaurant_Review-g29556-d4744790-Reviews-Hommus_Express-Ann_Arbor_Michigan.html,no,
431,Cake Nouveau,http://tripadvisor.com/Restaurant_Review-g29556-d4714773-Reviews-Cake_Nouveau-Ann_Arbor_Michigan.html,no,
432,Debajo del Sol,http://tripadvisor.com/Restaurant_Review-g29556-d4811509-Reviews-Debajo_del_Sol-Ann_Arbor_Michigan.html,no,
433,The dB Cafe,http://tripadvisor.com/Restaurant_Review-g29556-d4826133-Reviews-The_dB_Cafe-Ann_Arbor_Michigan.html,no,
434,No.9 Hamburgers,http://tripadvisor.com/Restaurant_Review-g29556-d4838554-Reviews-No_9_Hamburgers-Ann_Arbor_Michigan.html,no,
435,A2 Pizza Pi,http://tripadvisor.com/Restaurant_Review-g29556-d4821651-Reviews-A2_Pizza_Pi-Ann_Arbor_Michigan.html,no,
436,Soup's On,http://tripadvisor.com/Restaurant_Review-g29556-d417067-Reviews-Soup_s_On-Ann_Arbor_Michigan.html,no,
437,Ann Arbor Cooks,http://tripadvisor.com/Restaurant_Review-g29556-d4186031-Reviews-Ann_Arbor_Cooks-Ann_Arbor_Michigan.html,no,
438,Pizza Bay,http://tripadvisor.com/Restaurant_Review-g29556-d417094-Reviews-Pizza_Bay-Ann_Arbor_Michigan.html,no,
439,Mr Pita & The Coffee Beanery,http://tripadvisor.com/Restaurant_Review-g29556-d417054-Reviews-Mr_Pita_The_Coffee_Beanery-Ann_Arbor_Michigan.html,no,
440,Diag Pizza and Subs,http://tripadvisor.com/Restaurant_Review-g29556-d4979671-Reviews-Diag_Pizza_and_Subs-Ann_Arbor_Michigan.html,no,
441,Villa Pizza,http://tripadvisor.com/Restaurant_Review-g29556-d417041-Reviews-Villa_Pizza-Ann_Arbor_Michigan.html,no,
442,Empress Restaurant,http://tripadvisor.com/Restaurant_Review-g29556-d417031-Reviews-Empress_Restaurant-Ann_Arbor_Michigan.html,no,
443,MeiMei's,http://tripadvisor.com/Restaurant_Review-g29556-d7130727-Reviews-MeiMei_s-Ann_Arbor_Michigan.html,no,
444,Ann Arbor Tortilla,http://tripadvisor.com/Restaurant_Review-g29556-d5032236-Reviews-Ann_Arbor_Tortilla-Ann_Arbor_Michigan.html,no,
445,Foods of India,http://tripadvisor.com/Restaurant_Review-g29556-d416870-Reviews-Foods_of_India-Ann_Arbor_Michigan.html,no,
446,Taste Private Chef,http://tripadvisor.com/Restaurant_Review-g29556-d416869-Reviews-Taste_Private_Chef-Ann_Arbor_Michigan.html,no,
